Filtered
hsa-let-7c	acute myeloid leukemia
hsa-let-7c	acute promyelocytic leukemia
hsa-let-7c	breast cancer
hsa-let-7c	breast cancer
hsa-let-7c	cholangiocarcinoma
hsa-let-7c	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7c	esophageal squamous cell carcinoma
hsa-let-7c	esophageal squamous cell carcinoma
hsa-let-7c	gastric cancer
hsa-let-7c	hepatocellular carcinoma
hsa-let-7c	hepatocellular carcinoma
hsa-let-7c	hepatocellular carcinoma
hsa-let-7c	lung cancer
hsa-let-7c	lung cancer
hsa-let-7c	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7c	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7c	nasopharyngeal carcinoma	down	Knocking down CDK4 mediates the elevation of let-7c s
hsa-let-7c	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7c	non-small cell lung cancer
hsa-let-7c	pancreatic ductal adenocarcinoma
hsa-let-7c	prostate cancer	down	MicroRNA let-7c s
hsa-let-7c	prostate cancer	down	MicroRNA let-7c is downregulated in prostate cancer and s
hsa-let-7c	renal clear cell carcinoma
hsa-let-7d	breast cancer
hsa-let-7d	breast cancer
hsa-let-7d	breast cancer
hsa-let-7d	chronic myelogenous leukemia	down	microRNA expression profiling as s
hsa-let-7d	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7d	esophageal squamous cell carcinoma
hsa-let-7d	esophageal squamous cell carcinoma
hsa-let-7d	gastric cancer
hsa-let-7d	head and neck squamous cell carcinoma
hsa-let-7d	head and neck squamous cell carcinoma
hsa-let-7d	hepatocellular carcinoma
hsa-let-7d	lung cancer
hsa-let-7d	lung cancer
hsa-let-7d	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7d	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7d	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7d	oral cancer
hsa-let-7d	oral squamous cell carcinoma
hsa-let-7d	pancreatic ductal adenocarcinoma
hsa-let-7d	pancreatic ductal adenocarcinoma
hsa-let-7e	breast cancer
hsa-let-7e	breast cancer
hsa-let-7e	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7e	colorectal cancer
hsa-let-7e	colorectal cancer
hsa-let-7e	esophageal squamous cell carcinoma
hsa-let-7e	esophageal squamous cell carcinoma
hsa-let-7e	gastric cancer
hsa-let-7e	glioblastoma
hsa-let-7e	hepatocellular carcinoma
hsa-let-7e	lung cancer
hsa-let-7e	lung cancer
hsa-let-7e	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7e	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7e	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7e	pancreatic ductal adenocarcinoma
hsa-let-7e	papillary thyroid carcinoma
hsa-let-7f	oral squamous cell carcinoma
hsa-let-7f-1	breast cancer
hsa-let-7f-1	breast cancer
hsa-let-7f-1	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7f-1	esophageal squamous cell carcinoma
hsa-let-7f-1	esophageal squamous cell carcinoma
hsa-let-7f-1	gastric cancer
hsa-let-7f-1	hepatocellular carcinoma
hsa-let-7f-1	lung cancer
hsa-let-7f-1	lung cancer
hsa-let-7f-1	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7f-1	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7f-1	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7f-1	pancreatic ductal adenocarcinoma
hsa-let-7f-2	breast cancer
hsa-let-7f-2	breast cancer
hsa-let-7f-2	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7f-2	esophageal squamous cell carcinoma
hsa-let-7f-2	esophageal squamous cell carcinoma
hsa-let-7f-2	gastric cancer
hsa-let-7f-2	hepatocellular carcinoma
hsa-let-7f-2	lung cancer
hsa-let-7f-2	lung cancer
hsa-let-7f-2	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7f-2	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7f-2	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7f-2	pancreatic ductal adenocarcinoma
hsa-let-7g	breast cancer
hsa-let-7g	breast cancer
hsa-let-7g	breast cancer
hsa-let-7g	breast cancer
hsa-let-7g	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7g	esophageal squamous cell carcinoma
hsa-let-7g	esophageal squamous cell carcinoma
hsa-let-7g	gastric cancer
hsa-let-7g	gastric cancer
hsa-let-7g	hepatocellular carcinoma
hsa-let-7g	hepatocellular carcinoma
hsa-let-7g	lung cancer
hsa-let-7g	lung cancer
hsa-let-7g	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7g	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7g	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7g	osteosarcoma
hsa-let-7g	pancreatic ductal adenocarcinoma
hsa-let-7g-5p	glioblastoma
hsa-let-7i	breast cancer
hsa-let-7i	breast cancer
hsa-let-7i	colon cancer	down	let-7 microRNA functions as a potential growth s
hsa-let-7i	esophageal squamous cell carcinoma
hsa-let-7i	esophageal squamous cell carcinoma
hsa-let-7i	gastric cancer
hsa-let-7i	hepatocellular carcinoma
hsa-let-7i	hepatocellular carcinoma
hsa-let-7i	lung cancer
hsa-let-7i	lung cancer
hsa-let-7i	lung cancer	down	Let-7a elevates p21(WAF1) levels by targeting of NIRF and s
hsa-let-7i	nasopharyngeal carcinoma	down	MicroRNA let-7 s
hsa-let-7i	neuroblastoma	down	LIN28B induces neuroblastoma and enhances MYCN levels via let-7 s
hsa-let-7i	ovarian cancer
hsa-let-7i	pancreatic ductal adenocarcinoma
hsa-mir-1	bladder cancer	down	The tumour-s
hsa-mir-1	bladder cancer
hsa-mir-1	breast cancer	down	Hsa-miR-1 s
hsa-mir-1	breast cancer
hsa-mir-1	cervical cancer
hsa-mir-1	cervical cancer
hsa-mir-1	chordoma
hsa-mir-1	chordoma
hsa-mir-1	colorectal cancer	down	Tumor s
hsa-mir-1	colorectal cancer	down	MiR-1 s
hsa-mir-1	esophageal cancer	down	miR-1 s
hsa-mir-1	esophageal squamous cell carcinoma
hsa-mir-1	esophageal squamous cell carcinoma
hsa-mir-1	gastric cancer	down	MicroRNA-1 acts as a tumor s
hsa-mir-1	gastric cancer
hsa-mir-1	gastric cancer
hsa-mir-1	head and neck squamous cell carcinoma	down	Dual-receptor (EGFR and c-MET) inhibition by tumor-s
hsa-mir-1	head and neck squamous cell carcinoma
hsa-mir-1	head and neck squamous cell carcinoma	down	miR-1 as a tumor s
hsa-mir-1	hepatocellular carcinoma
hsa-mir-1	hepatocellular carcinoma
hsa-mir-1	kidney cancer
hsa-mir-1	lung cancer	down	Down-regulation of micro-RNA-1 (miR-1) in lung cancer. S
hsa-mir-1	lung cancer	down	Down-regulation of micro-RNA-1 (miR-1) in lung cancer. S
hsa-mir-1	mucinous cystadenocarcinoma
hsa-mir-1	nasopharyngeal carcinoma
hsa-mir-1	non-small cell lung cancer
hsa-mir-1	non-small cell lung cancer
hsa-mir-1	oral squamous cell carcinoma
hsa-mir-1	osteosarcoma	down	MicroRNA-1 functions as a potential tumor s
hsa-mir-1	ovarian cancer
hsa-mir-1	prostate cancer
hsa-mir-1	prostate cancer
hsa-mir-1	prostate cancer	down	Cell-type specific expression of oncogenic and tumor s
hsa-mir-1	renal cell carcinoma
hsa-mir-1-3p	bladder cancer
hsa-mir-1-3p	bladder cancer
hsa-mir-1-3p	breast cancer
hsa-mir-1-3p	hepatocellular carcinoma	down	miR-1-3p s
hsa-mir-1-3p	lung adenocarcinoma
hsa-mir-100	bladder cancer
hsa-mir-100	breast cancer	down	miR-100 s
hsa-mir-100	breast cancer	down	MicroRNA-100 s
hsa-mir-100	cervical carcinoma
hsa-mir-100	chondrosarcoma
hsa-mir-100	chondrosarcoma
hsa-mir-100	colon cancer	down	MicroRNA-100 functions as a tumor s
hsa-mir-100	colorectal cancer
hsa-mir-100	colorectal cancer
hsa-mir-100	colorectal cancer
hsa-mir-100	esophageal cancer	down	miR-100 s
hsa-mir-100	esophageal squamous cell carcinoma
hsa-mir-100	esophageal squamous cell carcinoma
hsa-mir-100	esophageal squamous cell carcinoma
hsa-mir-100	gastric cancer
hsa-mir-100	gastric cancer	down	MicroRNA-100 s
hsa-mir-100	gastric cancer	down	C/EBP?-induced miR-100 expression s
hsa-mir-100	glioblastoma
hsa-mir-100	glioma
hsa-mir-100	hepatocellular carcinoma
hsa-mir-100	hepatocellular carcinoma
hsa-mir-100	mesenchymal cancer
hsa-mir-100	non-small cell lung cancer	down	MicroRNA-100 is a potential molecular marker of non-small cell lung cancer and functions as a tumor s
hsa-mir-100	oral squamous cell carcinoma
hsa-mir-100	osteosarcoma
hsa-mir-100	osteosarcoma	down	MicroRNA-100 s
hsa-mir-100	ovarian cancer
hsa-mir-100	ovarian carcinoma
hsa-mir-100	renal cell carcinoma
hsa-mir-100-5p	esophageal adenocarcinoma
hsa-mir-100-5p	gastric cancer	down	Identification and characterization of tumor s
hsa-mir-101	adrenal cortical carcinoma
hsa-mir-101	bladder cancer
hsa-mir-101	bladder cancer
hsa-mir-101	bladder cancer	down	MicroRNA-101 s
hsa-mir-101	bladder cancer	down	miR-101 S
hsa-mir-101	breast cancer
hsa-mir-101	breast cancer	down	MicroRNA-101 targets von Hippel-Lindau tumor s
hsa-mir-101	breast cancer
hsa-mir-101	breast cancer
hsa-mir-101	cervical cancer
hsa-mir-101	cervical cancer
hsa-mir-101	cervical cancer
hsa-mir-101	cholangiocarcinoma
hsa-mir-101	colon cancer
hsa-mir-101	colon cancer
hsa-mir-101	colon cancer	down	Upregulation of miR-101 enhances the cytotoxic effect of anticancer drugs through inhibition of colon cancer cell proliferation.
hsa-mir-101	colorectal cancer
hsa-mir-101	colorectal cancer	down	Gene module based regulator inference identifying miR-139 as a tumor s
hsa-mir-101	colorectal cancer
hsa-mir-101	colorectal cancer
hsa-mir-101	endometrial cancer
hsa-mir-101	endometrial cancer
hsa-mir-101	esophageal cancer
hsa-mir-101	gastric cancer
hsa-mir-101	gastric cancer
hsa-mir-101	gastric cancer	down	Lack of microRNA-101 causes E-cadherin functional deregulation through EZH2
hsa-mir-101	gastric cancer
hsa-mir-101	gastric cancer
hsa-mir-101	gastric cancer
hsa-mir-101	gastric cancer
hsa-mir-101	glioblastoma
hsa-mir-101	glioblastoma
hsa-mir-101	glioma
hsa-mir-101	glioma	down	miR-101 reverses hypomethylation of the PRDM16 promoter to disr
hsa-mir-101	glioma	down	Long non-coding RNA MALAT1 promotes proliferation and s
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma	down	MicroRNA-101 s
hsa-mir-101	hepatocellular carcinoma
hsa-mir-101	hepatocellular carcinoma	down	miR-101 s
hsa-mir-101	laryngeal squamous cell carcinoma
hsa-mir-101	liver cancer	down	MiR-101 functions as a tumor s
hsa-mir-101	lung cancer
hsa-mir-101	lung cancer
hsa-mir-101	lung cancer
hsa-mir-101	malignant melanoma
hsa-mir-101	medulloblastoma
hsa-mir-101	nasopharyngeal carcinoma
hsa-mir-101	nasopharyngeal carcinoma
hsa-mir-101	non-small cell lung cancer
hsa-mir-101	non-small cell lung cancer	down	MicroRNA-101 exerts tumor-s
hsa-mir-101	non-small cell lung cancer
hsa-mir-101	osteosarcoma
hsa-mir-101	osteosarcoma
hsa-mir-101	ovarian cancer
hsa-mir-101	ovarian carcinoma	down	MiR-101 s
hsa-mir-101	pancreatic cancer	down	miRNA-101 s
hsa-mir-101	pancreatic ductal adenocarcinoma
hsa-mir-101	papillary thyroid carcinoma
hsa-mir-101	papillary thyroid carcinoma
hsa-mir-101	papillary thyroid carcinoma	down	Hsa-microRNA-101 s
hsa-mir-101	papillary thyroid carcinoma
hsa-mir-101	prostate cancer
hsa-mir-101	prostate cancer
hsa-mir-101	renal clear cell carcinoma
hsa-mir-101	retinoblastoma
hsa-mir-101-3p	acute myeloid leukemia
hsa-mir-101-3p	esophageal cancer
hsa-mir-101-3p	esophageal squamous cell carcinoma
hsa-mir-101-3p	gastric cancer	down	MiR-101-3p S
hsa-mir-101-3p	glioma
hsa-mir-101-3p	hepatocellular carcinoma
hsa-mir-101-3p	hepatocellular carcinoma	down	MicroRNA-101-3p s
hsa-mir-101-3p	hepatocellular carcinoma
hsa-mir-101-3p	retinoblastoma
hsa-mir-101-5p	non-small cell lung cancer
hsa-mir-103	colorectal cancer
hsa-mir-103	colorectal cancer
hsa-mir-103	gastric cancer
hsa-mir-103	gastric cancer
hsa-mir-103	glioma	down	MicroRNA-103 s
hsa-mir-103	hepatocellular carcinoma
hsa-mir-103	nasopharyngeal carcinoma
hsa-mir-103	non-small cell lung cancer	down	MiR-103 Functions as a Tumor S
hsa-mir-103	prostate cancer	down	MicroRNA-103 s
hsa-mir-103a	colorectal cancer
hsa-mir-103a	lung cancer
hsa-mir-103a-3p	bladder cancer
hsa-mir-103a-3p	colorectal cancer
hsa-mir-103a-3p	gastric cancer
hsa-mir-103a-3p	glioma
hsa-mir-105	gastric cancer
hsa-mir-105	gastric cancer	down	Up-regulation of miRNA-105 inhibits the progression of gastric carcinoma by directly targeting SOX9.
hsa-mir-105	glioma
hsa-mir-105	glioma
hsa-mir-105	hepatocellular carcinoma	down	MicroRNA-105 s
hsa-mir-105	prostate cancer	down	miR-105 Inhibits Prostate Tumour Growth by S
hsa-mir-106a	breast cancer
hsa-mir-106a	cervical cancer
hsa-mir-106a	cervical squamous cell carcinoma
hsa-mir-106a	colorectal cancer
hsa-mir-106a	colorectal cancer
hsa-mir-106a	colorectal cancer	down	miR-106a s
hsa-mir-106a	colorectal cancer
hsa-mir-106a	colorectal cancer
hsa-mir-106a	colorectal cancer
hsa-mir-106a	endometrial cancer
hsa-mir-106a	esophageal squamous cell carcinoma
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	gastric cancer
hsa-mir-106a	glioblastoma	down	Decreased miR-106a inhibits glioma cell glucose
hsa-mir-106a	glioma
hsa-mir-106a	glioma
hsa-mir-106a	hepatocellular carcinoma
hsa-mir-106a	malignant melanoma
hsa-mir-106a	non-small cell lung cancer
hsa-mir-106a	non-small cell lung cancer
hsa-mir-106a	ovarian cancer
hsa-mir-106a	ovarian cancer
hsa-mir-106a	prostate cancer
hsa-mir-106a	renal cell carcinoma
hsa-mir-106a*	follicular lymphoma
hsa-mir-106a*	oral squamous cell carcinoma	down	MiR-106a* inhibits oral squamous cell carcinoma progression by directly targeting MeCP2 and s
hsa-mir-106a*	renal cell carcinoma
hsa-mir-106a-5p	clear cell renal cell cancer
hsa-mir-106a-5p	renal cell carcinoma
hsa-mir-106b	basal cell carcinoma
hsa-mir-106b	breast cancer
hsa-mir-106b	cervical carcinoma
hsa-mir-106b	colorectal cancer
hsa-mir-106b	endometrial cancer	down	S
hsa-mir-106b	esophageal squamous cell carcinoma
hsa-mir-106b	esophageal squamous cell carcinoma
hsa-mir-106b	esophageal squamous cell carcinoma
hsa-mir-106b	gastric cancer
hsa-mir-106b	gastric cancer
hsa-mir-106b	gastric cancer
hsa-mir-106b	gastric cancer
hsa-mir-106b	glioma
hsa-mir-106b	head and neck squamous cell carcinoma
hsa-mir-106b	hepatocellular carcinoma
hsa-mir-106b	hepatocellular carcinoma
hsa-mir-106b	hepatocellular carcinoma
hsa-mir-106b	hepatocellular carcinoma
hsa-mir-106b	hepatocellular carcinoma
hsa-mir-106b	laryngeal carcinoma
hsa-mir-106b	laryngeal carcinoma
hsa-mir-106b	medulloblastoma
hsa-mir-106b	non-small cell lung cancer
hsa-mir-106b	osteosarcoma
hsa-mir-106b	pituitary carcinoma
hsa-mir-106b	renal cell carcinoma
hsa-mir-106b	thyroid cancer	down	microRNA-106b-mediated down-regulation of C1orf24 expression induces apoptosis and s
hsa-mir-106b-5p	cervical cancer
hsa-mir-106b-5p	colorectal cancer
hsa-mir-106b-5p	glioma
hsa-mir-106b-5p	hepatocellular carcinoma
hsa-mir-106b-5p	hepatocellular carcinoma
hsa-mir-106b-5p	non-small cell lung cancer
hsa-mir-106b-5p	renal cell carcinoma
hsa-mir-107	acute promyelocytic leukemia
hsa-mir-107	breast cancer
hsa-mir-107	breast cancer	down	MicroRNA-107 is downregulated and having tumor s
hsa-mir-107	breast cancer
hsa-mir-107	colorectal cancer	down	MiR-107 function as a tumor s
hsa-mir-107	esophageal squamous cell carcinoma	down	miR-107 functions as a tumor s
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	gastric cancer
hsa-mir-107	glioblastoma
hsa-mir-107	glioma
hsa-mir-107	glioma
hsa-mir-107	glioma	down	Low-expression of microRNA-107 inhibits cell apoptosis in glioma by
hsa-mir-107	glioma	down	Upregulation of miR-107 Inhibits Glioma Angiogenesis and VEGF Expression.
hsa-mir-107	glioma
hsa-mir-107	head and neck squamous cell carcinoma	down	microRNA-107 functions as a candidate tumor-s
hsa-mir-107	head and neck squamous cell carcinoma
hsa-mir-107	hepatocellular carcinoma
hsa-mir-107	hepatocellular carcinoma
hsa-mir-107	hepatocellular carcinoma	down	MiR-107 s
hsa-mir-107	non-small cell lung cancer
hsa-mir-107	non-small cell lung cancer
hsa-mir-107	osteosarcoma
hsa-mir-107	ovarian cancer
hsa-mir-107	pancreatic ductal adenocarcinoma
hsa-mir-107	prostate carcinoma	down	Dysregulation of the mitogen granulin in human cancer through the miR-15/107 microRNA gene gro
hsa-mir-10a	acute myeloid leukemia
hsa-mir-10a	breast cancer
hsa-mir-10a	breast cancer	down	MicroRNA-10a s
hsa-mir-10a	cervical cancer
hsa-mir-10a	chronic myelogenous leukemia
hsa-mir-10a	colorectal cancer	down	miR-10a s
hsa-mir-10a	colorectal cancer
hsa-mir-10a	diffuse large B-cell lymphoma
hsa-mir-10a	ependymoma
hsa-mir-10a	esophageal squamous cell carcinoma	down	Tumor-s
hsa-mir-10a	gastric cancer
hsa-mir-10a	gastric cancer	down	MicroRNA-10a Is Down-Regulated by DNA Methylation and Functions as a Tumor S
hsa-mir-10a	glioma
hsa-mir-10a	lung cancer
hsa-mir-10a	non-small cell lung cancer
hsa-mir-10a	oral squamous cell carcinoma
hsa-mir-10a	pancreatic cancer
hsa-mir-10a	prostate cancer	down	MiR-10a functions as a tumor s
hsa-mir-10a-5p	breast cancer
hsa-mir-10a-5p	liver cancer
hsa-mir-10a-5p	papillary thyroid carcinoma
hsa-mir-10a-5p	renal cell carcinoma
hsa-mir-10b	acute myeloid leukemia
hsa-mir-10b	acute myeloid leukemia
hsa-mir-10b	bladder cancer
hsa-mir-10b	breast cancer
hsa-mir-10b	breast cancer
hsa-mir-10b	breast cancer
hsa-mir-10b	breast cancer
hsa-mir-10b	breast cancer
hsa-mir-10b	breast carcinoma
hsa-mir-10b	colorectal cancer
hsa-mir-10b	colorectal cancer
hsa-mir-10b	colorectal cancer
hsa-mir-10b	colorectal cancer
hsa-mir-10b	endometrial cancer
hsa-mir-10b	ependymoma
hsa-mir-10b	esophageal cancer
hsa-mir-10b	esophageal cancer
hsa-mir-10b	gastric cancer
hsa-mir-10b	gastric cancer
hsa-mir-10b	gastric cancer	down	DNA methylation downregulated mir-10b acts as a tumor s
hsa-mir-10b	gastric cancer
hsa-mir-10b	gastric cancer
hsa-mir-10b	glioblastoma
hsa-mir-10b	glioblastoma
hsa-mir-10b	glioma
hsa-mir-10b	hepatocellular carcinoma
hsa-mir-10b	hepatocellular carcinoma
hsa-mir-10b	hepatocellular carcinoma
hsa-mir-10b	lung cancer
hsa-mir-10b	malignant melanoma
hsa-mir-10b	malignant melanoma
hsa-mir-10b	malignant melanoma
hsa-mir-10b	medulloblastoma
hsa-mir-10b	nasopharyngeal carcinoma
hsa-mir-10b	nasopharyngeal carcinoma
hsa-mir-10b	non-small cell lung cancer
hsa-mir-10b	non-small cell lung cancer
hsa-mir-10b	oral cancer
hsa-mir-10b	osteosarcoma
hsa-mir-10b	pancreatic cancer
hsa-mir-10b	pancreatic ductal adenocarcinoma
hsa-mir-10b	pancreatic ductal adenocarcinoma
hsa-mir-10b	pancreatic ductal adenocarcinoma
hsa-mir-10b	renal clear cell carcinoma
hsa-mir-10b*	osteosarcoma
hsa-mir-10b-3p	esophageal squamous cell carcinoma
hsa-mir-10b-3p	hepatocellular carcinoma
hsa-mir-10b-5p	gastric cancer
hsa-mir-1178	pancreatic cancer
hsa-mir-1179	breast cancer
hsa-mir-1179	colorectal cancer
hsa-mir-1179	esophageal squamous cell carcinoma
hsa-mir-1179	glioblastoma
hsa-mir-1179	hepatocellular carcinoma	down	MiRNA-1179 s
hsa-mir-1179	non-small cell lung cancer	down	MicroRNA-1179 s
hsa-mir-1180	bladder cancer	down	Up-regulation of p21(WAF1/CIP1) by miRNAs and its implications in bladder cancer cells.
hsa-mir-1180	hepatocellular carcinoma
hsa-mir-1180	hepatocellular carcinoma
hsa-mir-1180	ovarian cancer
hsa-mir-1180	prostate cancer
hsa-mir-1181	ovarian cancer
hsa-mir-1181	pancreatic cancer	down	MiR-1181 inhibits stem cell-like phenotypes and s
hsa-mir-1181	pancreatic cancer
hsa-mir-1182	ovarian cancer
hsa-mir-1197	non-small cell lung cancer
hsa-mir-1202	glioma	down	MiR-1202 functions as a tumor s
hsa-mir-1202	hepatocellular carcinoma	down	MiR-1202 s
hsa-mir-1204	hepatocellular carcinoma
hsa-mir-1204	non-small cell lung cancer
hsa-mir-1204	non-small cell lung cancer
hsa-mir-1205	lung adenocarcinoma
hsa-mir-1205	non-small cell lung cancer	down	MiR-1205 functions as a tumor s
hsa-mir-1207	nasopharyngeal carcinoma
hsa-mir-1207	ovarian cancer
hsa-mir-1207-5p	breast cancer
hsa-mir-1207-5p	colorectal cancer
hsa-mir-1207-5p	gastric cancer	down	miR-1207-5p and miR-1266 s
hsa-mir-1207-5p	hepatocellular carcinoma
