0,1,2
0.23151717,8.0,86.0
0.10741808,8.0,92.0
0.3727049,8.0,93.0
0.37189612,8.0,119.0
0.21751198,8.0,126.0
0.39313483,8.0,159.0
0.22861429,8.0,164.0
0.26102436,8.0,205.0
0.21656391,8.0,237.0
0.5333657,8.0,253.0
0.5288015,8.0,282.0
0.43396932,8.0,286.0
0.19419084,8.0,328.0
0.19646847,8.0,370.0
0.60683274,9.0,3.0
0.4206813,9.0,6.0
0.4721567,9.0,11.0
0.6356294,9.0,35.0
0.36057717,9.0,50.0
0.52314603,9.0,61.0
0.6235971,9.0,63.0
0.35408518,9.0,64.0
0.33137926,9.0,65.0
0.25985005,9.0,90.0
0.21763198,9.0,92.0
0.5786514,9.0,93.0
0.7163462,9.0,107.0
0.3881128,9.0,120.0
0.39118,9.0,126.0
0.42635566,9.0,145.0
0.4086096,9.0,147.0
0.4441482,9.0,155.0
0.5995801,9.0,159.0
0.662836,9.0,173.0
0.37199733,9.0,219.0
0.39481935,9.0,226.0
0.7159019,9.0,236.0
0.32521346,9.0,241.0
0.37324318,9.0,252.0
0.64156836,9.0,255.0
0.46515694,9.0,262.0
0.46790695,9.0,269.0
0.721759,9.0,282.0
0.5666486,9.0,296.0
0.560703,9.0,302.0
0.6466021,9.0,307.0
0.3577518,9.0,328.0
0.67872554,9.0,336.0
0.60920215,9.0,343.0
0.49141032,9.0,364.0
0.71310085,9.0,378.0
0.45623198,9.0,383.0
0.59995145,10.0,6.0
0.6487961,10.0,11.0
0.71022826,10.0,41.0
0.4550242,10.0,44.0
0.53802145,10.0,50.0
0.65054435,10.0,53.0
0.57829535,10.0,54.0
0.66172904,10.0,59.0
0.6937883,10.0,61.0
0.77383333,10.0,63.0
0.53098774,10.0,64.0
0.5058214,10.0,65.0
0.5898501,10.0,86.0
0.4203083,10.0,90.0
0.5048498,10.0,91.0
0.56709,10.0,120.0
0.5702535,10.0,126.0
0.60551655,10.0,145.0
0.5879565,10.0,147.0
0.75564617,10.0,159.0
0.5440058,10.0,163.0
0.80237395,10.0,173.0
0.7140748,10.0,174.0
0.69688994,10.0,185.0
0.51659393,10.0,189.0
0.55022556,10.0,219.0
0.8388186,10.0,236.0
0.56888574,10.0,237.0
0.4988314,10.0,241.0
0.7071825,10.0,254.0
0.64236444,10.0,262.0
0.64489895,10.0,269.0
0.84269834,10.0,282.0
0.8680327,10.0,290.0
0.7249711,10.0,302.0
0.7346765,10.0,304.0
0.79073745,10.0,307.0
0.46435723,10.0,327.0
0.87381387,10.0,347.0
0.7374678,10.0,348.0
0.66616213,10.0,364.0
0.74077505,10.0,366.0
0.41710326,10.0,377.0
0.8369534,10.0,378.0
0.74416596,10.0,380.0
0.6340704,10.0,383.0
0.68250334,11.0,3.0
0.7505883,11.0,8.0
0.5688231,11.0,59.0
0.60442376,11.0,61.0
0.3812054,11.0,66.0
0.58643425,11.0,69.0
0.46904716,11.0,120.0
0.4458438,11.0,163.0
0.55064964,11.0,169.0
0.3870894,11.0,182.0
0.60791916,11.0,185.0
0.6590997,11.0,210.0
0.45205387,11.0,219.0
0.7782515,11.0,236.0
0.44536275,11.0,239.0
0.6137267,11.0,240.0
0.40164092,11.0,241.0
0.5230571,11.0,250.0
0.657962,11.0,261.0
0.7507454,11.0,271.0
0.7832125,11.0,282.0
0.63998467,11.0,302.0
0.71817327,11.0,307.0
0.5858454,11.0,319.0
0.70019567,11.0,330.0
0.6106874,11.0,340.0
0.82363206,11.0,347.0
0.44183785,11.0,355.0
0.59901816,11.0,356.0
0.57368934,11.0,364.0
0.801845,12.0,3.0
0.70257753,12.0,30.0
0.74629825,12.0,31.0
0.53250855,12.0,32.0
0.90997756,12.0,38.0
0.59652054,12.0,50.0
0.7420208,12.0,61.0
0.565102,12.0,65.0
0.42173094,12.0,92.0
0.8687848,12.0,107.0
0.6274969,12.0,126.0
0.7969863,12.0,159.0
0.6975929,12.0,169.0
0.6792304,12.0,198.0
0.68158525,12.0,205.0
0.7844603,12.0,210.0
0.88817775,12.0,212.0
0.50885224,12.0,216.0
0.6083043,12.0,219.0
0.6028918,12.0,229.0
0.74942917,12.0,240.0
0.5582181,12.0,241.0
0.82357,12.0,245.0
0.87384367,12.0,253.0
0.7405695,12.0,260.0
0.7836036,12.0,261.0
0.69747424,12.0,269.0
0.7084609,12.0,272.0
0.87180936,12.0,282.0
0.8930502,12.0,290.0
0.7699207,12.0,302.0
0.82749605,12.0,307.0
0.801158,12.0,311.0
0.531952,12.0,317.0
0.59356254,12.0,328.0
0.6859385,12.0,338.0
0.65573573,12.0,353.0
0.73767936,12.0,356.0
0.47600135,12.0,377.0
0.6849017,13.0,3.0
0.77437556,13.0,5.0
0.50559866,13.0,6.0
0.557466,13.0,11.0
0.4444611,13.0,17.0
0.55936,13.0,53.0
0.6070724,13.0,61.0
0.69998306,13.0,63.0
0.41106108,13.0,65.0
0.281477,13.0,92.0
0.65917337,13.0,93.0
0.6411661,13.0,131.0
0.51140726,13.0,145.0
0.49316457,13.0,147.0
0.4485855,13.0,163.0
0.6629008,13.0,171.0
0.5876687,13.0,206.0
0.66158724,13.0,210.0
0.8101194,13.0,212.0
0.3575388,13.0,216.0
0.7670938,13.0,222.0
0.73477936,13.0,231.0
0.6163525,13.0,240.0
0.40430915,13.0,241.0
0.71488905,13.0,245.0
0.7881658,13.0,253.0
0.66045356,13.0,261.0
0.55325323,13.0,269.0
0.78508955,13.0,282.0
0.5009417,13.0,297.0
0.642536,13.0,302.0
0.65376115,13.0,304.0
0.72041255,13.0,307.0
0.5589373,13.0,310.0
0.6839689,13.0,311.0
0.58853376,13.0,319.0
0.74843705,13.0,336.0
0.60167915,13.0,356.0
0.5763995,13.0,364.0
0.7777953,13.0,378.0
0.5344549,14.0,6.0
0.41447106,14.0,12.0
0.5840082,14.0,13.0
0.4503025,14.0,25.0
0.47272474,14.0,26.0
0.5340393,14.0,28.0
0.733892,14.0,35.0
0.85906285,14.0,38.0
0.6523234,14.0,41.0
0.6673753,14.0,49.0
0.58763766,14.0,53.0
0.7521947,14.0,55.0
0.58720124,14.0,58.0
0.5995965,14.0,59.0
0.7055846,14.0,60.0
0.63429,14.0,61.0
0.723694,14.0,63.0
0.4393161,14.0,65.0
0.57402515,14.0,67.0
0.5014351,14.0,68.0
0.6167975,14.0,69.0
0.6074828,14.0,82.0
0.45690498,14.0,83.0
0.30544442,14.0,92.0
0.5075096,14.0,95.0
0.4324978,14.0,103.0
0.7325017,14.0,105.0
0.79970056,14.0,107.0
0.45694983,14.0,108.0
0.56588036,14.0,116.0
0.6839089,14.0,119.0
0.59792316,14.0,123.0
0.5039151,14.0,126.0
0.65371567,14.0,127.0
0.704224,14.0,132.0
0.56801176,14.0,135.0
0.5402328,14.0,145.0
0.4035284,14.0,146.0
0.52206045,14.0,147.0
0.60609025,14.0,152.0
0.454976,14.0,154.0
0.5853664,14.0,162.0
0.47732934,14.0,163.0
0.6882372,14.0,171.0
0.68417966,14.0,176.0
0.37199372,14.0,180.0
0.6376796,14.0,185.0
0.715509,14.0,186.0
0.36553147,14.0,191.0
0.5438043,14.0,192.0
0.5607988,14.0,198.0
0.56346434,14.0,205.0
0.61537874,14.0,206.0
0.65806425,14.0,209.0
0.6869757,14.0,210.0
0.38451684,14.0,216.0
0.5221627,14.0,224.0
0.5878774,14.0,227.0
0.508954,14.0,232.0
0.7993503,14.0,236.0
0.5025204,14.0,237.0
0.64330494,14.0,240.0
0.4324409,14.0,241.0
0.642526,14.0,243.0
0.80683076,14.0,253.0
0.7388873,14.0,255.0
0.49968228,14.0,257.0
0.6325328,14.0,260.0
0.6858867,14.0,261.0
0.5789384,14.0,262.0
0.56009513,14.0,264.0
0.5816296,14.0,269.0
0.77370036,14.0,271.0
0.5943767,14.0,272.0
0.70763427,14.0,273.0
0.39517534,14.0,275.0
0.56660765,14.0,276.0
0.6261755,14.0,285.0
0.834305,14.0,290.0
0.45826015,14.0,294.0
0.6739721,14.0,296.0
0.5937554,14.0,300.0
0.74052763,14.0,303.0
0.67945224,14.0,304.0
0.74310154,14.0,307.0
0.61622363,14.0,319.0
0.62633485,14.0,323.0
0.72610766,14.0,330.0
0.7695791,14.0,336.0
0.5684099,14.0,338.0
0.84129363,14.0,347.0
0.47328216,14.0,355.0
0.7965303,14.0,357.0
0.35372183,14.0,362.0
0.60435706,14.0,364.0
0.4718725,14.0,370.0
0.37518853,14.0,376.0
0.6900837,14.0,380.0
0.5701576,14.0,383.0
0.3839182,15.0,4.0
0.40031397,15.0,11.0
0.2973616,15.0,26.0
0.41413444,15.0,59.0
0.4501615,15.0,61.0
0.27000013,15.0,65.0
0.24817196,15.0,66.0
0.17190468,15.0,92.0
0.2764662,15.0,111.0
0.50527745,15.0,119.0
0.3212746,15.0,120.0
0.5277334,15.0,159.0
0.301234,15.0,163.0
0.3963601,15.0,169.0
0.51030034,15.0,171.0
0.45378804,15.0,185.0
0.54279727,15.0,186.0
0.65284204,15.0,236.0
0.663485,15.0,253.0
0.3753962,15.0,264.0
0.35246718,15.0,266.0
0.39622554,15.0,269.0
0.61742693,15.0,271.0
0.23571938,15.0,275.0
0.27329332,15.0,279.0
0.49349526,15.0,281.0
0.48783922,15.0,302.0
0.50014305,15.0,304.0
0.40174705,15.0,310.0
0.29363304,15.0,328.0
0.5177013,15.0,332.0
0.29983556,15.0,339.0
0.7572332,15.0,342.0
0.5080224,15.0,366.0
0.2966477,15.0,370.0
0.6616789,16.0,11.0
0.55355597,16.0,26.0
0.76974845,16.0,29.0
0.79227906,16.0,35.0
0.6438133,16.0,36.0
0.55216295,16.0,50.0
0.52006924,16.0,65.0
0.6900249,16.0,69.0
0.7501689,16.0,93.0
0.5281909,16.0,111.0
0.5841709,16.0,126.0
0.76602304,16.0,159.0
0.6304289,16.0,161.0
0.70880044,16.0,185.0
0.77670217,16.0,186.0
0.5266463,16.0,187.0
0.68874043,16.0,206.0
0.6636172,16.0,227.0
0.58257884,16.0,233.0
0.8463815,16.0,236.0
0.85243213,16.0,253.0
0.63779503,16.0,264.0
0.6146095,16.0,266.0
0.6438886,16.0,276.0
0.4742711,16.0,301.0
0.7361958,16.0,302.0
0.74564415,16.0,304.0
0.54912555,16.0,328.0
0.75873876,16.0,332.0
0.9013675,16.0,342.0
0.7515759,16.0,366.0
0.4310318,16.0,377.0
0.7443597,17.0,4.0
0.8588146,17.0,35.0
0.66288435,17.0,50.0
0.7927669,17.0,61.0
0.6334582,17.0,65.0
0.72493255,17.0,142.0
0.6395582,17.0,187.0
0.69568616,17.0,232.0
0.8978223,17.0,236.0
0.79911256,17.0,240.0
0.73741335,17.0,264.0
0.7425076,17.0,276.0
0.81653565,17.0,302.0
0.864499,17.0,307.0
0.7583239,17.0,310.0
0.7871019,17.0,323.0
0.66013575,17.0,328.0
0.66677225,17.0,339.0
0.7711246,17.0,364.0
0.8592167,17.0,369.0
0.5471391,17.0,377.0
0.89655566,17.0,378.0
0.6465111,18.0,11.0
0.45956898,18.0,16.0
0.69642776,18.0,31.0
0.4704336,18.0,32.0
0.53331023,18.0,33.0
0.7810287,18.0,35.0
0.8874285,18.0,38.0
0.6463557,18.0,42.0
0.5355317,18.0,50.0
0.5912972,18.0,51.0
0.6916568,18.0,61.0
0.7720761,18.0,63.0
0.50331825,18.0,65.0
0.5684703,18.0,76.0
0.56664723,18.0,81.0
0.7373938,18.0,93.0
0.43031788,18.0,96.0
0.7798107,18.0,105.0
0.8377574,18.0,107.0
0.5186884,18.0,117.0
0.6579181,18.0,123.0
0.56779784,18.0,126.0
0.60712767,18.0,142.0
0.61517507,18.0,143.0
0.6031221,18.0,145.0
0.7765906,18.0,149.0
0.6427317,18.0,169.0
0.71687955,18.0,178.0
0.4811043,18.0,182.0
0.4269701,18.0,191.0
0.7439319,18.0,193.0
0.54774624,18.0,219.0
0.58562785,18.0,224.0
0.5673804,18.0,238.0
0.5410373,18.0,239.0
0.6999267,18.0,240.0
0.49632812,18.0,241.0
0.5490661,18.0,252.0
0.8437973,18.0,253.0
0.7384967,18.0,261.0
0.64006084,18.0,262.0
0.6426025,18.0,269.0
0.72748,18.0,281.0
0.6071908,18.0,291.0
0.74297756,18.0,299.0
0.7890757,18.0,307.0
0.66358775,18.0,313.0
0.502388,18.0,321.0
0.77419895,18.0,330.0
0.62282306,18.0,331.0
0.63008416,18.0,338.0
0.68682563,18.0,356.0
0.66393155,18.0,364.0
0.53608274,18.0,370.0
0.8355823,18.0,378.0
0.46869114,19.0,4.0
0.48585224,19.0,11.0
0.31458983,19.0,32.0
0.37123886,19.0,33.0
0.6482434,19.0,35.0
0.46619228,19.0,36.0
0.48568243,19.0,42.0
0.37332526,19.0,50.0
0.4277557,19.0,51.0
0.48777124,19.0,53.0
0.50016284,19.0,59.0
0.61559725,19.0,60.0
0.5368164,19.0,61.0
0.6363893,19.0,63.0
0.3436499,19.0,65.0
0.40193897,19.0,68.0
0.48153657,19.0,75.0
0.34852737,19.0,89.0
0.2705437,19.0,90.0
0.5919717,19.0,93.0
0.6740555,19.0,94.0
0.4240583,19.0,99.0
0.4573987,19.0,104.0
0.6466211,19.0,105.0
0.5286235,19.0,112.0
0.4531796,19.0,118.0
0.404326,19.0,126.0
0.5107541,19.0,138.0
0.48848704,19.0,141.0
0.4398297,19.0,145.0
0.64234644,19.0,149.0
0.37613386,19.0,151.0
0.6126816,19.0,159.0
0.3789805,19.0,163.0
0.5959836,19.0,171.0
0.28357315,19.0,180.0
0.5404549,19.0,185.0
0.62695116,19.0,186.0
0.27796707,19.0,191.0
0.25002635,19.0,195.0
0.46040103,19.0,198.0
0.5167052,19.0,206.0
0.761931,19.0,212.0
0.29451555,19.0,216.0
0.41405362,19.0,217.0
0.71186984,19.0,222.0
0.40800568,19.0,226.0
0.7269308,19.0,236.0
0.54651624,19.0,240.0
0.33737096,19.0,241.0
0.36885718,19.0,242.0
0.73622006,19.0,253.0
0.4241822,19.0,268.0
0.69554913,19.0,271.0
0.57969713,19.0,281.0
0.7326454,19.0,282.0
0.5989658,19.0,299.0
0.5861623,19.0,304.0
0.6590399,19.0,307.0
0.517597,19.0,319.0
0.52831775,19.0,323.0
0.45146888,19.0,337.0
0.5051298,19.0,364.0
0.5937871,19.0,366.0
0.37384373,19.0,370.0
0.2863548,19.0,376.0
0.7241965,19.0,378.0
0.478512,19.0,382.0
0.5568381,20.0,4.0
0.50162494,20.0,37.0
0.5876817,20.0,59.0
0.52794224,20.0,145.0
0.6261915,20.0,185.0
0.46453807,20.0,239.0
0.7649353,20.0,271.0
0.5485352,20.0,274.0
0.4748262,21.0,6.0
0.34116474,21.0,16.0
0.4124944,21.0,50.0
0.54114807,21.0,59.0
0.6309832,21.0,93.0
0.7587074,21.0,107.0
0.63017684,21.0,119.0
0.5809047,21.0,185.0
0.32976708,21.0,216.0
0.75830704,21.0,236.0
0.38553685,21.0,279.0
0.7635786,21.0,282.0
0.62537766,21.0,304.0
0.5216622,21.0,306.0
0.69494337,21.0,307.0
0.5689839,21.0,323.0
0.47494528,21.0,353.0
0.37587553,22.0,34.0
0.8219069,22.0,38.0
0.5676965,22.0,61.0
0.37235084,22.0,65.0
0.37144288,22.0,91.0
0.24979405,22.0,92.0
0.28377348,22.0,97.0
0.47080153,22.0,145.0
0.45266527,22.0,147.0
0.5129527,22.0,169.0
0.30962357,22.0,180.0
0.47438765,22.0,192.0
0.7510149,22.0,236.0
0.41616905,22.0,252.0
0.7597557,22.0,253.0
0.75639445,22.0,282.0
0.68652976,22.0,307.0
0.40003315,22.0,328.0
0.8334179,22.0,342.0
0.58164823,22.0,374.0
0.5075337,23.0,6.0
0.4445427,23.0,50.0
0.5612673,23.0,53.0
0.57343584,23.0,59.0
0.4129365,23.0,65.0
0.6609105,23.0,93.0
0.47373977,23.0,120.0
0.4950997,23.0,147.0
0.4505012,23.0,163.0
0.4819875,23.0,232.0
0.7814844,23.0,236.0
0.45804536,23.0,252.0
0.4727341,23.0,257.0
0.75425273,23.0,271.0
0.64948183,23.0,281.0
0.81884617,23.0,290.0
0.72196925,23.0,307.0
0.5782886,23.0,364.0
0.44508988,23.0,370.0
0.39098957,24.0,6.0
0.44160125,24.0,11.0
0.49236885,24.0,61.0
0.30467564,24.0,65.0
0.35997975,24.0,68.0
0.4639504,24.0,82.0
0.5483639,24.0,93.0
0.36559716,24.0,95.0
0.6049563,24.0,105.0
0.36226842,24.0,126.0
0.40055588,24.0,142.0
0.33806312,24.0,163.0
0.6347805,24.0,173.0
0.24367647,24.0,191.0
0.41658992,24.0,198.0
0.47262374,24.0,202.0
0.34370306,24.0,219.0
0.69019824,24.0,236.0
0.5021362,24.0,240.0
0.612777,24.0,255.0
0.3583659,24.0,257.0
0.4447122,24.0,270.0
0.65658945,24.0,271.0
0.42234144,24.0,276.0
0.6963605,24.0,282.0
0.54241365,24.0,304.0
0.6179743,24.0,307.0
0.44307294,24.0,310.0
0.4119451,24.0,320.0
0.3038879,24.0,321.0
0.32997176,24.0,328.0
0.46069637,24.0,364.0
0.33318347,24.0,370.0
0.2344964,24.0,377.0
0.6872545,24.0,378.0
0.5546107,24.0,380.0
0.686393,25.0,6.0
0.7678012,25.0,61.0
0.80542094,25.0,93.0
0.6565675,25.0,120.0
0.77038616,25.0,124.0
0.6351851,25.0,163.0
0.8836554,25.0,236.0
0.774694,25.0,240.0
0.64220756,25.0,252.0
0.8866018,25.0,282.0
0.74439234,25.0,364.0
0.67419964,26.0,6.0
0.7230742,26.0,19.0
0.7296776,26.0,59.0
0.75765556,26.0,61.0
0.82521147,26.0,63.0
0.52966094,26.0,216.0
0.88275176,26.0,253.0
0.7125129,26.0,262.0
0.78815943,26.0,281.0
0.79256546,26.0,304.0
0.7194422,26.0,310.0
0.6135082,26.0,328.0
0.61693865,26.0,370.0
0.7310382,27.0,6.0
0.88153577,27.0,24.0
0.6765771,27.0,33.0
0.8671877,27.0,35.0
0.6785278,27.0,50.0
0.5100872,27.0,92.0
0.8371418,27.0,93.0
0.73883104,27.0,142.0
0.9226071,27.0,290.0
0.8338433,27.0,304.0
0.67584413,27.0,328.0
0.86969197,28.0,8.0
0.73424715,28.0,11.0
0.5622904,28.0,16.0
0.84346145,28.0,35.0
0.6352734,28.0,50.0
0.6722341,28.0,54.0
0.7452688,28.0,59.0
0.60394436,28.0,91.0
0.4621346,28.0,92.0
0.80922884,28.0,93.0
0.7746879,28.0,124.0
0.6809305,28.0,147.0
0.64083886,28.0,163.0
0.78896743,28.0,166.0
0.4399162,28.0,167.0
0.5364549,28.0,180.0
0.77470285,28.0,185.0
0.8108849,28.0,210.0
0.9034518,28.0,212.0
0.8598917,28.0,218.0
0.8784002,28.0,222.0
0.8861487,28.0,236.0
0.6637016,28.0,237.0
0.77893823,28.0,240.0
0.5981716,28.0,241.0
0.71785754,28.0,244.0
0.8461402,28.0,245.0
0.787563,28.0,248.0
0.6478128,28.0,252.0
0.89083505,28.0,253.0
0.84682924,28.0,255.0
0.77080286,28.0,260.0
0.8101078,28.0,261.0
0.7309049,28.0,269.0
0.73669976,28.0,270.0
0.8890399,28.0,282.0
0.90772784,28.0,290.0
0.7976681,28.0,302.0
0.8054964,28.0,304.0
0.84965575,28.0,307.0
0.8056792,28.0,314.0
0.60398394,28.0,321.0
0.7660746,28.0,323.0
0.74644226,28.0,341.0
0.7456877,28.0,351.0
0.6917402,28.0,353.0
0.74902236,28.0,364.0
0.66718733,28.0,373.0
0.7820242,28.0,374.0
0.5169562,28.0,377.0
0.8130973,28.0,380.0
0.64148486,29.0,6.0
0.84187716,29.0,8.0
0.5535171,29.0,34.0
0.90476304,29.0,38.0
0.58149946,29.0,50.0
0.7000552,29.0,59.0
0.549794,29.0,65.0
0.714992,29.0,69.0
0.77189314,29.0,93.0
0.64681226,29.0,145.0
0.6299671,29.0,147.0
0.7867605,29.0,159.0
0.4731113,29.0,191.0
0.59342295,29.0,219.0
0.52643627,29.0,221.0
0.86128634,29.0,236.0
0.5947082,29.0,252.0
0.684222,29.0,269.0
0.8647126,29.0,282.0
0.7230459,29.0,285.0
0.7587443,29.0,302.0
0.818457,29.0,307.0
0.7678481,29.0,314.0
0.54887277,29.0,321.0
0.5110028,29.0,329.0
0.6415947,29.0,353.0
0.7042105,29.0,364.0
0.46055108,29.0,377.0
0.43691412,30.0,6.0
0.37599596,30.0,50.0
0.41503748,30.0,54.0
0.7031131,30.0,56.0
0.50301254,30.0,59.0
0.53964955,30.0,61.0
0.59472215,30.0,93.0
0.5694197,30.0,130.0
0.42471814,30.0,147.0
0.38166705,30.0,163.0
0.67748547,30.0,173.0
0.5222853,30.0,179.0
0.28589472,30.0,180.0
0.30493572,30.0,213.0
0.7291877,30.0,236.0
0.7384278,30.0,253.0
0.6566632,30.0,255.0
0.7348723,30.0,282.0
0.5889247,30.0,304.0
0.483453,30.0,306.0
0.6615967,30.0,307.0
0.3453838,30.0,321.0
0.38009834,30.0,339.0
0.5340411,30.0,356.0
0.50797915,30.0,364.0
0.2701947,30.0,377.0
0.72646755,30.0,378.0
0.56863636,31.0,6.0
0.50585145,31.0,50.0
0.62068564,31.0,53.0
0.80093557,31.0,56.0
0.63228583,31.0,59.0
0.66572595,31.0,61.0
0.7137172,31.0,93.0
0.53840226,31.0,126.0
0.69199634,31.0,130.0
0.55639666,31.0,147.0
0.5542813,31.0,164.0
0.40481988,31.0,180.0
0.51947474,31.0,252.0
0.8274695,31.0,253.0
0.70878845,31.0,304.0
0.61390877,31.0,306.0
0.7685965,31.0,307.0
0.64455503,31.0,315.0
0.4324686,31.0,327.0
0.50278276,31.0,328.0
0.5102121,31.0,339.0
0.50640523,31.0,370.0
0.38612035,31.0,377.0
0.60454804,32.0,6.0
0.8197862,32.0,8.0
0.54278743,32.0,50.0
0.666011,32.0,59.0
0.41066924,32.0,97.0
0.8416875,32.0,107.0
0.8413961,32.0,236.0
0.84760785,32.0,253.0
0.84522533,32.0,282.0
0.73840016,32.0,304.0
0.793895,32.0,307.0
0.53973943,32.0,328.0
0.3686952,33.0,6.0
0.42027396,33.0,53.0
0.43239832,33.0,59.0
0.18281943,33.0,92.0
0.2997508,33.0,108.0
0.3406956,33.0,126.0
0.40080485,33.0,135.0
0.39636773,33.0,205.0
0.66960126,33.0,236.0
0.33944353,33.0,237.0
0.46685898,33.0,260.0
0.29470515,33.0,263.0
0.5876731,33.0,286.0
0.51884085,33.0,304.0
0.59539044,33.0,307.0
0.43391833,33.0,341.0
0.43728113,33.0,364.0
0.2179321,33.0,377.0
